"X","Y"
-60.087020508945,61.4251439658792
94.8272285982966,80.2192541900753
-27.8594745323062,56.8083631031981
63.9920081011951,55.3781185483121
-27.4327018298209,65.3317698472574
-91.1140068434179,83.1805670497004
21.6145885642618,49.2234185433629
55.548229906708,68.9615846200797
40.0152888614684,37.5027583074786
83.7978137191385,38.1160410566532
-33.1098259426653,86.1132366071214
-81.2134064733982,62.4241894634341
-56.6826030146331,67.8085646293469
-26.2771124951541,45.1710265043731
-61.4466285333037,46.0557073454585
66.9562514871359,36.7403903310244
-69.4445398170501,60.6840882197641
-26.9550264347345,43.5477077791046
-70.4604594036937,85.0470388481612
20.591781148687,43.9670773759847
89.6296082995832,64.7379019299837
45.8872544113547,47.1118753316002
-73.9556069951504,80.7557920597798
18.4924527071416,49.0326331055039
0.227041635662317,80.2252903679353
-51.6624216455966,64.393226062161
21.4182708412409,62.332327246741
-1.48216863162816,69.5888093183776
-14.6380318328738,33.8062424893785
99.6401615440845,94.5984022405519
93.0619283113629,73.6891325954703
96.3424120098352,41.7251515978869
-62.5342238228768,71.2829380753586
-71.2593654170632,92.6526460790691
89.3127615563571,90.5762749519073
-79.4923442881554,70.2293712846783
-57.8125789761543,70.2828782165969
25.2717363182455,66.128810878285
-59.5621186774224,64.7157021495555
90.136400051415,56.4448247660469
-38.5904136579484,49.2995742159927
-48.3817831147462,66.8028532073512
12.772513134405,32.4971172438578
-21.4695606380701,51.0229867283377
-17.8608455229551,37.4741864003362
98.7541178707033,76.1270978579671
-28.933761594817,43.7910345108002
32.105320552364,37.7100891679852
-51.1363558936864,71.3673558913501
-3.24320215731859,37.7387539064868
-5.71370660327375,36.7594227671154
-97.0996478572488,80.1055178521031
98.2758965343237,68.8302684292548
-63.1541006267071,65.0521982780688
26.143057551235,43.9297888051214
9.83297969214618,49.7199642671115
27.116555115208,56.2994934376174
34.3482561875135,50.2523593016133
-58.6123425513506,63.6523565762022
-70.8947350736707,62.9547915987317
63.3128633722663,49.3302474643676
71.399041172117,39.2626658978936
-73.2179373968393,49.5172252525619
-30.5277924053371,49.6035318551696
-52.7537313755602,61.6266510292548
96.4670198969543,61.5035124414884
23.3305189758539,70.5088402064482
-31.0148366726935,61.1359018244774
-41.6377210523933,56.2993921638775
45.309800375253,41.9131709561738
83.6256452836096,66.1346582766639
-19.5884490851313,79.8408317544335
25.9352633729577,48.1778909734229
-92.4612448550761,74.4920690543998
87.2501572128385,77.0661892520209
3.99183472618461,51.7033705793641
-17.5760873127729,59.7313553636947
-61.5965343546122,56.5647517659694
52.2724609822035,82.3666102869732
94.6457054466009,95.8004177146778
72.1295927185565,46.9959882394025
79.5827751513571,73.3554945690755
1.56329264864326,53.4183472578733
-27.9943347442895,64.581389975389
-33.5062632802874,55.8302461785398
14.6865549497306,44.7845273201816
41.9814885128289,55.1058298059023
89.8399874567986,119.127528900354
11.7685033474118,59.5549814375711
-92.0402334537357,103.957050364484
-5.4492664989084,60.069566064706
-95.5101923085749,78.0171930544654
37.2403074987233,29.9580461420786
31.0032713692635,38.7014934588119
32.3377072811127,53.9955157896046
-34.9052087869495,46.2719159608079
-37.883989373222,55.0010689290633
83.663382101804,68.3005610053441
91.4556908421218,79.8142282623394
90.8957605715841,70.256157098758
31.6697923000902,36.903958154065
82.2765885386616,75.9162250286491
11.6092239040881,48.6575578812467
36.4812004379928,44.4798095170049
63.2528976071626,52.970795560828
-24.8142802156508,61.7865100287368
-72.5023709237576,72.0416568910684
89.3487165682018,65.9811050794791
7.56172058172524,88.3337402665356
85.1037714630365,84.9176678399038
47.0428569242358,66.0049176914185
-83.3059311844409,61.9419995808785
88.4871983435005,91.6154682496529
-96.963090961799,68.1698731791432
-19.9116276111454,58.923179357103
-20.1950449962169,70.9335642659442
-15.6675101257861,52.6871748987002
-42.8119710180908,16.611523443774
47.8405541740358,67.4514020471418
97.2240410745144,85.7008750690101
49.3553137872368,55.1900851070476
46.2767671328038,47.5676135054789
7.12705762125552,72.605057357978
33.0099631566554,64.5093403549094
68.2688010856509,71.7353335052155
11.6344640497118,38.2892277164332
-27.3274440784007,60.5117219231419
83.1675348803401,68.2984157556331
-44.5643113460392,77.8285485913136
13.5042228735983,39.4232968441903
37.691162340343,61.3520595554038
55.9197205584496,79.2639898413777
85.7152088545263,46.0376192286594
-4.89177005365491,58.1520015466607
-0.737997842952609,54.068221750072
-66.8054007459432,80.4222061432309
33.9899171609432,57.4102725393531
-66.6914560832083,70.641713859463
-2.15098708868027,45.9225370823945
0.467270892113447,83.6003949372619
-76.2279623188078,74.6028864999015
-8.75777462497354,60.0136623110448
-65.8730146940798,44.2140643773209
57.4887128546834,35.3136185125535
-62.2852975968271,63.6848630445086
-67.1311460901052,65.4290563231236
-49.9758648686111,38.2957130593772
-70.9522992372513,72.5157826708124
-11.3636951893568,62.9298069219111
-23.6457324586809,35.5709724476307
74.622532678768,70.8027031358477
74.0511607844383,86.916430232605
42.1576865948737,54.9906038404764
58.8897897861898,54.5040012799343
40.4996633529663,42.0215954425523
-83.08942662552,73.2108015675889
6.01623002439737,57.1661655299137
-49.6087974403054,36.8687264891047
0.269463611766696,57.6150486606089
-77.6556404307485,56.2426732764048
58.4512816276401,59.4822453277589
11.6650264710188,57.261439043337
-38.5216032154858,44.9735177858794
23.463425366208,65.387159939733
-11.9529521092772,42.8645708660095
85.8055941294879,64.703536505874
27.2223128005862,53.6359265739124
73.6919224262238,80.1721595717644
37.4593430198729,53.7722455574492
-81.1025484930724,89.8389949040936
-39.6548147778958,57.6798607772133
96.8657403253019,85.3145085601662
-79.4139800127596,80.8559962181668
61.0323183238506,51.9508956130891
19.9551743455231,49.3082114661348
43.6857687309384,53.4665298366335
-66.2734598852694,64.9132389567348
38.743996527046,46.7965958899335
87.2665464878082,60.9486937715542
49.834069609642,41.6523668599383
-70.9574711043388,32.8017606953621
-38.3939051069319,46.1229197901322
-54.8335103318095,77.3911259365371
-94.8659164365381,89.4950736651683
-72.4271510262042,52.7161841893458
57.5343210250139,70.1232153316773
-88.9350274577737,60.5858449348386
-83.5337955504656,60.4050447736123
-99.2167801596224,79.8529482592546
-19.2463292274624,55.3126001692844
-48.2995886355639,54.23222992427
99.4362830650061,72.6837446734957
-71.6371564660221,60.8757389957362
-1.15111451596022,70.4474353790968
36.6264391690493,58.7254442602088
-21.4856352191418,41.3637101229613
-22.4419553298503,46.0003012070357
39.3208535388112,58.7514667189379
34.2024671845138,66.0804652616772
-73.571777716279,57.2640150349801
87.4310824554414,75.6744209222346
-43.706741463393,55.2285605572204
-84.5238551031798,55.9779169749116
-6.41849683597684,27.6413119580967
-0.145569304004312,44.7316396304095
-51.7634498421103,86.3547012177346
82.520809257403,64.0821694176451
-3.44861112535,48.3714800145884
66.1565610673279,56.0200579092282
71.2573465891182,39.7467715411499
-60.6258279643953,54.170173552066
-61.2632375210524,74.3893250268437
24.1847334429622,38.6313206215327
7.39501221105456,53.5674401647799
